timestamp,site_id,temperature_F,energy_kWh
2024-01-06 03:00:00,SITE_A,50.3,45.57
2024-01-06 04:00:00,SITE_A,50.5,48.26
2024-01-06 05:00:00,SITE_A,70.6,63.28
2024-01-06 06:00:00,SITE_A,58.1,64.02
2024-01-06 07:00:00,SITE_A,60.0,57.57
2024-01-06 08:00:00,SITE_A,52.2,48.47
2024-01-06 09:00:00,SITE_A,65.0,52.51
2024-01-06 10:00:00,SITE_A,70.5,56.67
2024-01-06 11:00:00,SITE_A,73.6,65.6
2024-01-06 12:00:00,SITE_A,57.8,31.94
2024-01-06 13:00:00,SITE_A,66.6,48.06
2024-01-06 14:00:00,SITE_A,60.7,41.57
2024-01-06 15:00:00,SITE_A,68.5,46.9
2024-01-06 16:00:00,SITE_A,61.4,40.07
2024-01-06 17:00:00,SITE_A,54.9,41.75
2024-01-06 18:00:00,SITE_A,72.0,43.83
2024-01-06 19:00:00,SITE_A,62.3,37.98
2024-01-06 20:00:00,SITE_A,58.7,41.97
2024-01-06 21:00:00,SITE_A,62.9,48.82
2024-01-06 22:00:00,SITE_A,55.6,42.05
2024-01-06 23:00:00,SITE_A,64.9,51.78
2024-01-07 00:00:00,SITE_A,60.0,44.82
2024-01-07 01:00:00,SITE_A,55.2,45.46
2024-01-07 02:00:00,SITE_A,80.6,73.57
2024-01-07 03:00:00,SITE_A,53.5,49.98
2024-01-07 04:00:00,SITE_A,64.4,56.27
2024-01-07 05:00:00,SITE_A,62.1,56.69
2024-01-07 06:00:00,SITE_A,53.4,54.89
2024-01-07 07:00:00,SITE_A,58.9,59.6
2024-01-07 08:00:00,SITE_A,50.9,42.36
2024-01-07 09:00:00,SITE_A,78.2,68.61
2024-01-07 10:00:00,SITE_A,59.5,50.18
2024-01-07 11:00:00,SITE_A,60.2,48.2
2024-01-07 12:00:00,SITE_A,77.2,64.55
2024-01-07 13:00:00,SITE_A,55.1,39.23
2024-01-07 14:00:00,SITE_A,72.1,46.02
2024-01-07 15:00:00,SITE_A,66.4,39.26
2024-01-07 16:00:00,SITE_A,45.9,29.13
2024-01-07 17:00:00,SITE_A,58.8,32.78
2024-01-07 18:00:00,SITE_A,65.2,35.4
2024-01-07 19:00:00,SITE_A,62.0,33.84
2024-01-07 20:00:00,SITE_A,62.1,35.11
2024-01-07 21:00:00,SITE_A,56.9,33.91
2024-01-07 22:00:00,SITE_A,56.1,41.02
2024-01-07 23:00:00,SITE_A,59.3,33.45
2024-01-08 00:00:00,SITE_A,77.5,61.13
2024-01-08 01:00:00,SITE_A,54.6,48.96
2024-01-08 02:00:00,SITE_A,58.0,60.36
2024-01-08 03:00:00,SITE_A,62.1,59.05
2024-01-08 04:00:00,SITE_A,50.1,50.45
2024-01-08 05:00:00,SITE_A,65.3,65.57
2024-01-08 06:00:00,SITE_A,51.6,44.59
2024-01-08 07:00:00,SITE_A,53.2,58.19
2024-01-08 08:00:00,SITE_A,52.8,56.74
2024-01-08 09:00:00,SITE_A,48.8,52.74
2024-01-08 10:00:00,SITE_A,72.1,79.13
2024-01-08 11:00:00,SITE_A,66.1,52.37
2024-01-08 12:00:00,SITE_A,69.3,51.01
2024-01-08 13:00:00,SITE_A,68.6,58.44
2024-01-08 14:00:00,SITE_A,60.6,44.9
2024-01-08 15:00:00,SITE_A,61.7,40.27
2024-01-08 16:00:00,SITE_A,70.1,47.43
2024-01-08 17:00:00,SITE_A,75.1,47.69
2024-01-08 18:00:00,SITE_A,51.9,44.72
2024-01-08 19:00:00,SITE_A,82.2,66.5
2024-01-08 20:00:00,SITE_A,51.5,28.86
2024-01-08 21:00:00,SITE_A,58.3,35.6
2024-01-08 22:00:00,SITE_A,62.6,44.25
2024-01-08 23:00:00,SITE_A,63.4,47.73
2024-01-09 00:00:00,SITE_A,77.8,61.19
2024-01-09 01:00:00,SITE_A,70.2,61.31
2024-01-09 02:00:00,SITE_A,65.4,58.86
2024-01-09 03:00:00,SITE_A,70.4,61.02
2024-01-09 04:00:00,SITE_A,64.9,59.57
2024-01-09 05:00:00,SITE_A,56.7,66.04
2024-01-09 06:00:00,SITE_A,66.0,65.47
2024-01-09 07:00:00,SITE_A,62.7,61.77
2024-01-09 08:00:00,SITE_A,55.4,48.57
2024-01-09 09:00:00,SITE_A,72.3,67.19
2024-01-09 10:00:00,SITE_A,61.7,62.86
2024-01-09 11:00:00,SITE_A,53.2,51.58
2024-01-09 12:00:00,SITE_A,54.5,51.26
2024-01-09 13:00:00,SITE_A,66.5,47.52
2024-01-09 14:00:00,SITE_A,70.6,47.6
2024-01-09 15:00:00,SITE_A,66.1,53.89
2024-01-09 16:00:00,SITE_A,66.1,50.61
2024-01-09 17:00:00,SITE_A,55.8,37.61
2024-01-09 18:00:00,SITE_A,63.0,47.32
2024-01-09 19:00:00,SITE_A,59.6,35.31
2024-01-09 20:00:00,SITE_A,60.7,36.82
2024-01-09 21:00:00,SITE_A,61.4,37.07
2024-01-09 22:00:00,SITE_A,57.0,46.11
2024-01-09 23:00:00,SITE_A,68.3,56.05
2024-01-10 00:00:00,SITE_A,54.2,44.48
2024-01-10 01:00:00,SITE_A,51.9,43.76
2024-01-10 02:00:00,SITE_A,56.1,65.43
2024-01-10 03:00:00,SITE_A,69.4,65.87
2024-01-10 04:00:00,SITE_A,65.1,72.05
2024-01-10 05:00:00,SITE_A,48.1,49.83
2024-01-10 06:00:00,SITE_A,67.2,66.04
2024-01-10 07:00:00,SITE_A,62.0,70.49
2024-01-10 08:00:00,SITE_A,59.1,63.63
2024-01-10 09:00:00,SITE_A,60.5,59.2
2024-01-10 10:00:00,SITE_A,51.8,55.42
2024-01-10 11:00:00,SITE_A,63.8,70.0
2024-01-10 12:00:00,SITE_A,52.3,42.0
2024-01-10 13:00:00,SITE_A,59.7,51.07
2024-01-10 14:00:00,SITE_A,59.7,44.2
2024-01-10 15:00:00,SITE_A,68.6,45.41
2024-01-10 16:00:00,SITE_A,62.8,39.69
2024-01-10 17:00:00,SITE_A,68.1,54.74
2024-01-10 18:00:00,SITE_A,52.9,27.83
2024-01-10 19:00:00,SITE_A,61.7,45.27
2024-01-10 20:00:00,SITE_A,66.8,42.95
2024-01-10 21:00:00,SITE_A,72.5,61.55
2024-01-10 22:00:00,SITE_A,53.4,40.58
2024-01-10 23:00:00,SITE_A,55.8,44.14
2024-01-11 00:00:00,SITE_A,66.6,64.69
2024-01-11 01:00:00,SITE_A,75.5,71.41
2024-01-11 02:00:00,SITE_A,64.9,63.83
2024-01-11 03:00:00,SITE_A,53.7,57.52
2024-01-11 04:00:00,SITE_A,53.9,49.72
2024-01-11 05:00:00,SITE_A,63.7,68.88
2024-01-11 06:00:00,SITE_A,65.5,66.23
2024-01-11 07:00:00,SITE_A,60.9,64.38
2024-01-11 08:00:00,SITE_A,54.0,57.71
2024-01-11 09:00:00,SITE_A,71.5,63.72
2024-01-11 10:00:00,SITE_A,59.9,59.83
2024-01-11 11:00:00,SITE_A,66.9,59.18
2024-01-11 12:00:00,SITE_A,48.5,36.67
2024-01-11 13:00:00,SITE_A,72.3,57.47
2024-01-11 14:00:00,SITE_A,57.2,44.8
2024-01-11 15:00:00,SITE_A,73.5,56.46
2024-01-11 16:00:00,SITE_A,67.6,35.82
2024-01-11 17:00:00,SITE_A,51.3,38.32
2024-01-11 18:00:00,SITE_A,64.7,41.85
2024-01-11 19:00:00,SITE_A,76.0,55.93
2024-01-11 20:00:00,SITE_A,58.0,41.58
2024-01-11 21:00:00,SITE_A,76.1,53.59
2024-01-11 22:00:00,SITE_A,65.9,49.92
2024-01-11 23:00:00,SITE_A,73.5,60.84
2024-01-12 00:00:00,SITE_A,64.1,59.61
2024-01-12 01:00:00,SITE_A,61.8,51.63
2024-01-12 02:00:00,SITE_A,77.5,70.39
2024-01-12 03:00:00,SITE_A,68.6,74.26
2024-01-12 04:00:00,SITE_A,61.0,59.99
2024-01-12 05:00:00,SITE_A,66.3,69.61
2024-01-12 06:00:00,SITE_A,58.4,54.61
2024-01-12 07:00:00,SITE_A,63.8,56.89
2024-01-12 08:00:00,SITE_A,72.5,67.13
2024-01-12 09:00:00,SITE_A,61.6,57.29
2024-01-12 10:00:00,SITE_A,55.9,58.86
2024-01-12 11:00:00,SITE_A,55.2,56.47
2024-01-12 12:00:00,SITE_A,63.5,45.1
2024-01-12 13:00:00,SITE_A,56.5,43.99
2024-01-12 14:00:00,SITE_A,51.5,44.31
2024-01-12 15:00:00,SITE_A,53.4,39.69
2024-01-12 16:00:00,SITE_A,72.4,58.5
2024-01-12 17:00:00,SITE_A,61.9,46.5
2024-01-12 18:00:00,SITE_A,63.5,42.44
2024-01-12 19:00:00,SITE_A,55.3,38.11
2024-01-12 20:00:00,SITE_A,58.4,41.68
2024-01-12 21:00:00,SITE_A,58.1,39.19
2024-01-12 22:00:00,SITE_A,60.8,52.12
2024-01-12 23:00:00,SITE_A,49.8,45.51
2024-01-13 00:00:00,SITE_A,71.8,57.4
2024-01-13 01:00:00,SITE_A,63.0,52.68
2024-01-13 02:00:00,SITE_A,64.7,50.1
2024-01-13 03:00:00,SITE_A,70.4,64.38
2024-01-13 04:00:00,SITE_A,69.8,63.74
2024-01-13 05:00:00,SITE_A,58.5,64.71
2024-01-13 06:00:00,SITE_A,68.0,56.52
2024-01-13 07:00:00,SITE_A,67.9,58.97
2024-01-13 08:00:00,SITE_A,65.7,51.78
2024-01-13 09:00:00,SITE_A,71.7,61.81
2024-01-13 10:00:00,SITE_A,69.6,50.31
2024-01-13 11:00:00,SITE_A,69.0,61.94
2024-01-13 12:00:00,SITE_A,74.1,62.32
2024-01-13 13:00:00,SITE_A,63.4,46.0
2024-01-13 14:00:00,SITE_A,63.7,39.51
2024-01-13 15:00:00,SITE_A,69.8,38.6
2024-01-13 16:00:00,SITE_A,61.8,36.35
2024-01-13 17:00:00,SITE_A,67.1,45.05
2024-01-13 18:00:00,SITE_A,58.8,32.95
2024-01-13 19:00:00,SITE_A,45.0,38.93
2024-01-13 20:00:00,SITE_A,68.1,50.99
2024-01-13 21:00:00,SITE_A,50.9,34.84
2024-01-13 22:00:00,SITE_A,57.7,38.53
2024-01-13 23:00:00,SITE_A,69.9,48.32
2024-01-14 00:00:00,SITE_A,70.0,62.03
2024-01-14 01:00:00,SITE_A,72.7,55.6
2024-01-14 02:00:00,SITE_A,47.2,46.45
2024-01-14 03:00:00,SITE_A,65.7,58.39
2024-01-14 04:00:00,SITE_A,61.3,59.82
2024-01-14 05:00:00,SITE_A,71.3,61.51
2024-01-14 06:00:00,SITE_A,75.2,67.65
2024-01-14 07:00:00,SITE_A,52.9,50.06
2024-01-14 08:00:00,SITE_A,63.5,54.97
2024-01-14 09:00:00,SITE_A,70.1,68.08
2024-01-14 10:00:00,SITE_A,60.7,48.51
2024-01-14 11:00:00,SITE_A,77.4,59.55
2024-01-14 12:00:00,SITE_A,60.2,54.04
2024-01-14 13:00:00,SITE_A,61.1,51.18
2024-01-14 14:00:00,SITE_A,54.9,47.07
2024-01-14 15:00:00,SITE_A,64.7,33.75
2024-01-14 16:00:00,SITE_A,39.4,27.88
2024-01-14 17:00:00,SITE_A,61.5,39.32
2024-01-14 18:00:00,SITE_A,73.7,42.61
2024-01-14 19:00:00,SITE_A,52.4,35.28
2024-01-14 20:00:00,SITE_A,50.6,31.86
2024-01-14 21:00:00,SITE_A,72.5,48.85
2024-01-14 22:00:00,SITE_A,73.6,68.07
2024-01-14 23:00:00,SITE_A,52.7,41.41
2024-01-15 00:00:00,SITE_A,77.4,67.89
2024-01-15 01:00:00,SITE_A,67.1,65.04
2024-01-15 02:00:00,SITE_A,72.0,68.91
2024-01-15 03:00:00,SITE_A,57.3,51.89
2024-01-15 04:00:00,SITE_A,75.5,67.59
2024-01-15 05:00:00,SITE_A,61.5,63.8
2024-01-15 06:00:00,SITE_A,61.1,62.65
2024-01-15 07:00:00,SITE_A,67.5,59.8
2024-01-15 08:00:00,SITE_A,60.5,70.16
2024-01-15 09:00:00,SITE_A,51.5,52.78
2024-01-15 10:00:00,SITE_A,64.7,69.0
2024-01-15 11:00:00,SITE_A,61.1,44.97
2024-01-15 12:00:00,SITE_A,57.6,57.84
2024-01-15 13:00:00,SITE_A,73.6,57.52
2024-01-15 14:00:00,SITE_A,82.9,69.73
2024-01-15 15:00:00,SITE_A,56.4,43.7
2024-01-15 16:00:00,SITE_A,65.3,49.14
2024-01-15 17:00:00,SITE_A,60.6,45.0
2024-01-15 18:00:00,SITE_A,82.1,53.79
2024-01-15 19:00:00,SITE_A,67.7,44.04
2024-01-15 20:00:00,SITE_A,71.2,48.92
2024-01-15 21:00:00,SITE_A,73.3,46.71
2024-01-15 22:00:00,SITE_A,64.9,48.32
2024-01-15 23:00:00,SITE_A,62.3,48.08
2024-01-16 00:00:00,SITE_A,76.0,57.67
2024-01-16 01:00:00,SITE_A,70.1,65.92
2024-01-16 02:00:00,SITE_A,57.1,55.33
2024-01-16 03:00:00,SITE_A,58.1,59.5
2024-01-16 04:00:00,SITE_A,60.8,65.87
2024-01-16 05:00:00,SITE_A,73.2,73.94
2024-01-16 06:00:00,SITE_A,75.7,73.27
2024-01-16 07:00:00,SITE_A,81.1,84.16
2024-01-16 08:00:00,SITE_A,58.2,45.48
2024-01-16 09:00:00,SITE_A,65.0,64.06
2024-01-16 10:00:00,SITE_A,60.7,62.35
2024-01-16 11:00:00,SITE_A,62.5,62.65
2024-01-16 12:00:00,SITE_A,71.4,58.99
2024-01-16 13:00:00,SITE_A,63.6,41.41
2024-01-16 14:00:00,SITE_A,74.5,44.53
2024-01-16 15:00:00,SITE_A,59.9,48.3
2024-01-16 16:00:00,SITE_A,69.9,48.26
2024-01-16 17:00:00,SITE_A,60.5,52.88
2024-01-16 18:00:00,SITE_A,49.3,28.34
2024-01-16 19:00:00,SITE_A,55.9,41.58
2024-01-16 20:00:00,SITE_A,65.0,55.16
2024-01-16 21:00:00,SITE_A,79.4,59.46
2024-01-16 22:00:00,SITE_A,60.4,39.75
2024-01-16 23:00:00,SITE_A,62.7,65.88
2024-01-17 00:00:00,SITE_A,68.0,66.95
2024-01-17 01:00:00,SITE_A,59.3,53.73
2024-01-17 02:00:00,SITE_A,60.2,62.3
2024-01-17 03:00:00,SITE_A,64.7,68.58
2024-01-17 04:00:00,SITE_A,60.6,65.68
2024-01-17 05:00:00,SITE_A,49.9,46.47
2024-01-17 06:00:00,SITE_A,58.9,63.93
2024-01-17 07:00:00,SITE_A,69.1,78.83
2024-01-17 08:00:00,SITE_A,69.3,73.1
2024-01-17 09:00:00,SITE_A,74.9,75.66
2024-01-17 10:00:00,SITE_A,74.2,67.78
2024-01-17 11:00:00,SITE_A,57.0,48.5
2024-01-17 12:00:00,SITE_A,58.2,43.55
2024-01-17 13:00:00,SITE_A,58.6,52.81
2024-01-17 14:00:00,SITE_A,63.0,48.57
2024-01-17 15:00:00,SITE_A,59.2,38.13
2024-01-17 16:00:00,SITE_A,62.8,50.43
2024-01-17 17:00:00,SITE_A,57.3,37.95
2024-01-17 18:00:00,SITE_A,70.5,44.67
2024-01-17 19:00:00,SITE_A,56.7,38.04
2024-01-17 20:00:00,SITE_A,56.3,40.31
2024-01-17 21:00:00,SITE_A,68.5,53.44
2024-01-17 22:00:00,SITE_A,70.1,50.41
2024-01-17 23:00:00,SITE_A,62.5,57.08
2024-01-18 00:00:00,SITE_A,71.3,64.25
2024-01-18 01:00:00,SITE_A,70.7,61.99
2024-01-18 02:00:00,SITE_A,79.5,74.45
2024-01-18 03:00:00,SITE_A,70.2,67.53
2024-01-18 04:00:00,SITE_A,78.0,79.19
2024-01-18 05:00:00,SITE_A,64.9,75.36
2024-01-18 06:00:00,SITE_A,75.6,76.19
2024-01-18 07:00:00,SITE_A,75.8,79.04
2024-01-18 08:00:00,SITE_A,63.3,61.66
2024-01-18 09:00:00,SITE_A,58.9,62.11
2024-01-18 10:00:00,SITE_A,60.3,59.92
2024-01-18 11:00:00,SITE_A,67.8,68.83
2024-01-18 12:00:00,SITE_A,55.3,45.05
2024-01-18 13:00:00,SITE_A,60.8,54.31
2024-01-18 14:00:00,SITE_A,74.0,64.05
2024-01-18 15:00:00,SITE_A,69.8,50.0
2024-01-18 16:00:00,SITE_A,45.7,33.76
2024-01-18 17:00:00,SITE_A,53.8,39.77
2024-01-18 18:00:00,SITE_A,81.8,55.08
2024-01-18 19:00:00,SITE_A,74.0,52.62
2024-01-18 20:00:00,SITE_A,59.9,47.12
2024-01-18 21:00:00,SITE_A,52.6,39.93
2024-01-18 22:00:00,SITE_A,54.6,43.23
2024-01-18 23:00:00,SITE_A,68.6,58.15
2024-01-19 00:00:00,SITE_A,80.4,67.28
2024-01-19 01:00:00,SITE_A,79.9,70.7
2024-01-19 02:00:00,SITE_A,52.0,46.86
2024-01-19 03:00:00,SITE_A,62.2,62.4
2024-01-19 04:00:00,SITE_A,57.8,62.41
2024-01-19 05:00:00,SITE_A,65.7,67.43
2024-01-19 06:00:00,SITE_A,54.0,54.09
2024-01-19 07:00:00,SITE_A,60.3,63.14
2024-01-19 08:00:00,SITE_A,57.7,62.15
2024-01-19 09:00:00,SITE_A,68.9,69.31
2024-01-19 10:00:00,SITE_A,60.6,70.07
2024-01-19 11:00:00,SITE_A,61.7,54.03
2024-01-19 12:00:00,SITE_A,68.8,59.38
2024-01-19 13:00:00,SITE_A,77.8,67.77
2024-01-19 14:00:00,SITE_A,81.6,59.88
2024-01-19 15:00:00,SITE_A,68.4,61.01
2024-01-19 16:00:00,SITE_A,64.0,46.63
2024-01-19 17:00:00,SITE_A,75.3,55.53
2024-01-19 18:00:00,SITE_A,74.1,51.63
2024-01-19 19:00:00,SITE_A,71.8,55.61
2024-01-19 20:00:00,SITE_A,52.1,33.48
2024-01-19 21:00:00,SITE_A,74.5,63.43
2024-01-19 22:00:00,SITE_A,67.7,54.54
2024-01-19 23:00:00,SITE_A,57.7,51.97
2024-01-20 00:00:00,SITE_A,59.4,43.8
2024-01-20 01:00:00,SITE_A,69.5,59.23
2024-01-20 02:00:00,SITE_A,44.7,35.8
2024-01-20 03:00:00,SITE_A,63.8,63.72
2024-01-20 04:00:00,SITE_A,59.6,49.45
2024-01-20 05:00:00,SITE_A,58.8,56.93
2024-01-20 06:00:00,SITE_A,61.2,56.63
2024-01-20 07:00:00,SITE_A,53.1,43.42
2024-01-20 08:00:00,SITE_A,73.3,62.8
2024-01-20 09:00:00,SITE_A,47.9,47.03
2024-01-20 10:00:00,SITE_A,66.3,53.23
2024-01-20 11:00:00,SITE_A,58.2,45.7
2024-01-20 12:00:00,SITE_A,80.8,64.8
2024-01-20 13:00:00,SITE_A,65.1,53.56
2024-01-20 14:00:00,SITE_A,48.0,38.69
2024-01-20 15:00:00,SITE_A,69.3,46.74
2024-01-20 16:00:00,SITE_A,56.2,38.53
2024-01-20 17:00:00,SITE_A,72.9,46.79
2024-01-20 18:00:00,SITE_A,69.9,38.95
2024-01-20 19:00:00,SITE_A,76.8,49.89
2024-01-20 20:00:00,SITE_A,66.5,38.35
2024-01-20 21:00:00,SITE_A,71.6,51.46
2024-01-20 22:00:00,SITE_A,65.4,47.39
2024-01-20 23:00:00,SITE_A,60.3,34.95
2024-01-21 00:00:00,SITE_A,73.6,62.72
2024-01-21 01:00:00,SITE_A,55.2,44.3
2024-01-21 02:00:00,SITE_A,64.8,53.63
2024-01-21 03:00:00,SITE_A,60.5,60.08
2024-01-21 04:00:00,SITE_A,71.8,65.58
2024-01-21 05:00:00,SITE_A,57.5,58.22
2024-01-21 06:00:00,SITE_A,61.9,56.03
2024-01-21 07:00:00,SITE_A,65.5,66.11
2024-01-21 08:00:00,SITE_A,77.0,71.83
2024-01-21 09:00:00,SITE_A,60.9,57.65
2024-01-21 10:00:00,SITE_A,62.0,53.57
2024-01-21 11:00:00,SITE_A,54.4,54.48
2024-01-21 12:00:00,SITE_A,57.3,55.53
2024-01-21 13:00:00,SITE_A,68.5,40.42
2024-01-21 14:00:00,SITE_A,65.5,51.49
2024-01-21 15:00:00,SITE_A,65.6,39.39
2024-01-21 16:00:00,SITE_A,79.2,53.78
2024-01-21 17:00:00,SITE_A,51.9,25.21
2024-01-21 18:00:00,SITE_A,83.8,54.28
2024-01-21 19:00:00,SITE_A,74.7,43.22
2024-01-21 20:00:00,SITE_A,62.7,39.11
2024-01-21 21:00:00,SITE_A,68.4,44.41
2024-01-21 22:00:00,SITE_A,59.8,39.57
2024-01-21 23:00:00,SITE_A,67.8,47.52
2024-01-22 00:00:00,SITE_A,82.5,69.62
2024-01-22 01:00:00,SITE_A,60.1,55.67
2024-01-22 02:00:00,SITE_A,63.5,63.59
2024-01-22 03:00:00,SITE_A,59.3,69.78
2024-01-22 04:00:00,SITE_A,60.6,58.65
2024-01-22 05:00:00,SITE_A,62.1,66.6
2024-01-22 06:00:00,SITE_A,56.6,64.88
2024-01-22 07:00:00,SITE_A,63.3,63.52
2024-01-22 08:00:00,SITE_A,65.8,57.07
2024-01-22 09:00:00,SITE_A,62.2,53.62
2024-01-22 10:00:00,SITE_A,47.0,36.38
2024-01-22 11:00:00,SITE_A,64.2,67.62
